Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographics,Duration,Rating,Favorites,Themes
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Mushoku Tensei: Jobless Reincarnation Part 2,8.66,181,70,930,TV,12,Finished Airing,"Oct 4, 2021 to Dec 20, 2021",Fall 2021,Mondays at 00:00 (JST),"Frontier Works,       TOHO,       TOHO animation,       Tokyo MX,       Hakuhodo DY Music & Pictures,       BS11,       Egg Firm,       Kadokawa,       GREE Entertainment",Funimation,Studio Bind,Light novel,"Adventure, Drama, Fantasy, Ecchi",,23 min. per ep.,R - 17+ (violence & profanity),"18,639","Isekai, Reincarnation"
Odd Taxi,,8.66,524,71,436,TV,13,Finished Airing,"Apr 6, 2021 to Jun 29, 2021",Spring 2021,Tuesdays at 02:00 (JST),"TV Tokyo,       Dentsu,       Pony Canyon,       AT-X,       Crunchyroll,       Pony Canyon Enterprises,       Yoshimoto Kogyo","None found, add some","OLM,       P.I.C.S.",Original,"Award Winning, Drama, Mystery, Suspense",,23 min. per ep.,PG-13 - Teens 13 or older,"8,303","Adult Cast, Anthropomorphic, Organized Crime"
Made in Abyss,,8.65,94,72,1,TV,13,Finished Airing,"Jul 7, 2017 to Sep 29, 2017",Summer 2017,Fridays at 21:30 (JST),"AT-X,       Takeshobo,       Sony Music Communications,       Kadokawa Media House,       Cygames,       Kanetsu Investment,       Kadokawa,       Global Solutions,       IRMA LA DOUCE",Sentai Filmworks,Kinema Citrus,Web manga,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",,25 min. per ep.,R - 17+ (violence & profanity),"44,390",Gore
"""Oshi no Ko""",[Oshi No Ko],8.65,239,73,799,TV,11,Finished Airing,"Apr 12, 2023 to Jun 28, 2023",Spring 2023,Wednesdays at 23:00 (JST),"Shueisha,       CyberAgent,       Kadokawa",Sentai Filmworks,Doga Kobo,Manga,"Award Winning, Drama, Supernatural",Seinen,30 min. per ep.,PG-13 - Teens 13 or older,"27,728","Reincarnation, Showbiz"
Bungou Stray Dogs 5th Season,Bungo Stray Dogs 5,8.65,1306,74,184,TV,11,Finished Airing,"Jul 12, 2023 to Sep 20, 2023",Summer 2023,Wednesdays at 23:00 (JST),"WOWOW,       Lantis,       Movic,       Glovision,       Crunchyroll,       Sunrise Music,       Kadokawa,       Sony Music Solutions,       Bandai Namco Music Live","None found, add some",Bones,Manga,"Action, Mystery, Supernatural",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"2,272","Adult Cast, Detective, Organized Crime, Super Power, Vampire"
Natsume Yuujinchou Shi,Natsume's Book of Friends Season 4,8.64,997,75,246,TV,13,Finished Airing,"Jan 3, 2012 to Mar 27, 2012",Winter 2012,Tuesdays at 01:30 (JST),"TV Tokyo,       Aniplex,       Nihon Ad Systems,       Hakusensha,       Sony Music Entertainment","NIS America, Inc.",Brain's Base,Manga,"Slice of Life, Supernatural",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,"2,009","Iyashikei, Mythology"
Shigatsu wa Kimi no Uso,Your Lie in April,8.64,23,76,2,TV,22,Finished Airing,"Oct 10, 2014 to Mar 20, 2015",Fall 2014,Fridays at 01:20 (JST),"Aniplex,       Dentsu,       Kodansha,       Fuji TV,       Lawson HMV Entertainment,       Kyoraku Industrial Holdings,       Kansai Telecasting",Aniplex of America,A-1 Pictures,Manga,"Drama, Romance",Shounen,22 min. per ep.,PG-13 - Teens 13 or older,"86,187","Love Polygon, Music, School"
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War Season 2,8.63,97,77,1,TV,12,Finished Airing,"Apr 11, 2020 to Jun 27, 2020",Spring 2020,Saturdays at 23:30 (JST),"Aniplex,       Mainichi Broadcasting System,       Shueisha,       JR East Marketing & Communications",Aniplex of America,A-1 Pictures,Manga,Comedy,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"18,794","Psychological, Romantic Subtext, School"
Made in Abyss: Retsujitsu no Ougonkyou,Made in Abyss: The Golden City of the Scorching Sun,8.63,505,78,449,TV,12,Finished Airing,"Jul 6, 2022 to Sep 28, 2022",Summer 2022,Wednesdays at 22:30 (JST),"AT-X,       Takeshobo,       Kadokawa Media House,       Cygames,       Kadokawa,       Global Solutions,       Sony Music Solutions,       IRMA LA DOUCE",Sentai Filmworks,Kinema Citrus,Web manga,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",,25 min. per ep.,R - 17+ (violence & profanity),"6,090",Gore
Shiguang Dailiren II,Link Click Season 2,8.63,1943,79,111,ONA,12,Finished Airing,"Jul 14, 2023 to Sep 22, 2023",,,"bilibili,       BeDream","None found, add some",LAN Studio,Original,"Drama, Mystery, Supernatural, Suspense",,24 min. per ep.,R - 17+ (violence & profanity),"1,440","Adult Cast, Time Travel"
Tengen Toppa Gurren Lagann,Gurren Lagann,8.63,64,80,1,TV,27,Finished Airing,"Apr 1, 2007 to Sep 30, 2007",Spring 2007,Sundays at 08:30 (JST),"TV Tokyo,       Aniplex,       Dentsu,       Konami,       Half H.P Studio,       Bandai","ADV Films,       Bandai Entertainment,       Aniplex of America",Gainax,Original,"Action, Adventure, Award Winning, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,"78,549",Mecha
Shingeki no Kyojin Season 3,Attack on Titan Season 3,8.62,18,81,2,TV,12,Finished Airing,"Jul 23, 2018 to Oct 15, 2018",Summer 2018,Mondays at 00:35 (JST),"Production I.G,       Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       Techno Sound,       Pony Canyon Enterprises",Funimation,Wit Studio,Manga,"Action, Drama, Suspense",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"20,777","Gore, Military, Survival"
Ping Pong the Animation,,8.62,588,82,396,TV,11,Finished Airing,"Apr 11, 2014 to Jun 20, 2014",Spring 2014,Fridays at 00:50 (JST),"Aniplex,       Dentsu,       Fuji TV,       Kyoraku Industrial Holdings",Funimation,Tatsunoko Production,Manga,"Award Winning, Drama, Sports",Seinen,23 min. per ep.,PG-13 - Teens 13 or older,"16,021",
Death Note,,8.62,2,83,3,TV,37,Finished Airing,"Oct 4, 2006 to Jun 27, 2007",Fall 2006,Wednesdays at 00:56 (JST),"VAP,       Nippon Television Network,       Shueisha,       D.N. Dream Partners",VIZ Media,Madhouse,Manga,"Supernatural, Suspense",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"174,443",Psychological
Haikyuu!! Second Season,Haikyu!! 2nd Season,8.62,87,84,1,TV,25,Finished Airing,"Oct 4, 2015 to Mar 27, 2016",Fall 2015,Sundays at 02:58 (JST),"Dentsu,       Mainichi Broadcasting System,       Movic,       Sony Music Entertainment,       TOHO animation,       Shueisha",Sentai Filmworks,Production I.G,Manga,Sports,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"15,722","School, Team Sports"
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,Made in Abyss: Dawn of the Deep Soul,8.61,485,85,467,Movie,1,Finished Airing,17-Jan-20,,,"AT-X,       Takeshobo,       Kadokawa Media House,       Cygames,       Kanetsu Investment,       Kadokawa,       Global Solutions,       Sony Music Solutions,       IRMA LA DOUCE",Sentai Filmworks,Kinema Citrus,Web manga,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",,1 hr. 45 min.,R - 17+ (violence & profanity),"3,621",Gore
Natsume Yuujinchou Roku,Natsume's Book of Friends Season 6,8.61,1288,86,187,TV,11,Finished Airing,"Apr 12, 2017 to Jun 21, 2017",Spring 2017,Wednesdays at 01:35 (JST),"TV Tokyo,       Aniplex,       Nihon Ad Systems,       Hakusensha","None found, add some",Shuka,Manga,"Slice of Life, Supernatural",Shoujo,23 min. per ep.,PG-13 - Teens 13 or older,"1,092","Iyashikei, Mythology"
Jujutsu Kaisen,,8.6,14,87,2,TV,24,Finished Airing,"Oct 3, 2020 to Mar 27, 2021",Fall 2020,Saturdays at 01:25 (JST),"Mainichi Broadcasting System,       TOHO animation,       Shueisha,       dugout,       Sumzap",VIZ Media,MAPPA,Manga,"Action, Award Winning, Fantasy",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"91,057",School
Suzumiya Haruhi no Shoushitsu,The Disappearance of Haruhi Suzumiya,8.6,358,88,612,Movie,1,Finished Airing,06-Feb-10,,,"Kadokawa Shoten,       Animation Do","Funimation,       Bandai Entertainment",Kyoto Animation,Light novel,"Award Winning, Mystery, Sci-Fi, Supernatural",,2 hr. 41 min.,PG-13 - Teens 13 or older,"13,575",School
Cyberpunk: Edgerunners,,8.6,260,89,760,ONA,10,Finished Airing,13-Sep-22,,,CD Projekt Red,"None found, add some",Trigger,Game,"Action, Sci-Fi",,25 min. per ep.,R+ - Mild Nudity,"25,510","Gore, Organized Crime"
Hajime no Ippo: Rising,Fighting Spirit: Rising,8.6,933,90,262,TV,25,Finished Airing,"Oct 6, 2013 to Mar 30, 2014",Fall 2013,Sundays at 01:35 (JST),"VAP,       Kodansha,       Nippon Television Network","None found, add some","Madhouse,       MAPPA",Manga,Sports,Shounen,22 min. per ep.,PG-13 - Teens 13 or older,"1,300",Combat Sports
Hibike! Euphonium 3,Sound! Euphonium 3,8.6,2882,91,59,TV,13,Currently Airing,"Apr 7, 2024 to ?",Spring 2024,Sundays at 17:00 (JST),"Lantis,       Pony Canyon,       Rakuonsha,       ABC Animation,       Heart Company,       Bandai Namco Music Live","None found, add some",Kyoto Animation,Novel,Drama,,24 min. per ep.,PG-13 - Teens 13 or older,368,"Music, Performing Arts, School"
Kenpuu Denki Berserk,Berserk,8.59,312,92,666,TV,25,Finished Airing,"Oct 8, 1997 to Apr 1, 1998",Fall 1997,Wednesdays at 01:45 (JST),"VAP,       Hakusensha,       Nippon Television Network",Discotek Media,OLM,Manga,"Action, Adventure, Drama, Fantasy, Horror",Seinen,23 min. per ep.,R+ - Mild Nudity,"28,014","Gore, Military"
Mushishi Zoku Shou: Suzu no Shizuku,,8.59,1742,93,129,Movie,1,Finished Airing,16-May-15,,,"Aniplex,       Kodansha,       Delfi Sound","None found, add some",Artland,Manga,"Adventure, Mystery, Slice of Life, Supernatural",Seinen,47 min.,PG-13 - Teens 13 or older,221,"Adult Cast, Historical, Iyashikei"
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Rascal Does Not Dream of a Dreaming Girl,8.59,284,94,716,Movie,1,Finished Airing,15-Jun-19,,,"Aniplex,       Tokyo MX,       Hakuhodo DY Music & Pictures,       Nagoya Broadcasting Network,       BS11,       ABC Animation,       Kadokawa",Aniplex of America,CloverWorks,Light novel,"Drama, Romance, Supernatural",,1 hr. 30 min.,PG-13 - Teens 13 or older,"10,229",School
Shin Evangelion Movie:||,Evangelion: 3.0+1.0 Thrice Upon a Time,8.59,624,95,377,Movie,1,Finished Airing,08-Mar-21,,,"None found, add some",GKIDS,Khara,Original,"Action, Award Winning, Drama, Sci-Fi, Suspense",,2 hr. 35 min.,PG-13 - Teens 13 or older,"7,490","Mecha, Psychological"
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,Gurren Lagann The Movie: The Lights in the Sky are Stars,8.58,1121,96,218,Movie,1,Finished Airing,22-Apr-09,,,Aniplex,Aniplex of America,Gainax,Original,"Action, Sci-Fi",,2 hr. 5 min.,R+ - Mild Nudity,"1,033","Mecha, Space, Super Power"
Kimetsu no Yaiba Movie: Mugen Ressha-hen,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,8.58,71,97,1,Movie,1,Finished Airing,16-Oct-20,,,"Aniplex,       Shueisha",Aniplex of America,ufotable,Manga,"Action, Fantasy",Shounen,1 hr. 56 min.,R - 17+ (violence & profanity),"13,173",Historical
Kizumonogatari II: Nekketsu-hen,Kizumonogatari Part 2: Hot-Blooded,8.57,508,98,447,Movie,1,Finished Airing,19-Aug-16,,,"Aniplex,       Kodansha",Aniplex of America,Shaft,Light novel,"Action, Mystery, Supernatural",,1 hr. 4 min.,R - 17+ (violence & profanity),"2,352",Vampire
Natsume Yuujinchou San,Natsume's Book of Friends Season 3,8.57,969,99,253,TV,13,Finished Airing,"Jul 5, 2011 to Sep 27, 2011",Summer 2011,Tuesdays at 01:30 (JST),"Aniplex,       Sakura Create","NIS America, Inc.",Brain's Base,Manga,"Slice of Life, Supernatural",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,"1,424","Iyashikei, Mythology"
Ookami Kodomo no Ame to Yuki,Wolf Children,8.57,229,100,817,Movie,1,Finished Airing,21-Jul-12,,,"Madhouse,       VAP,       Dentsu,       Yomiuri Telecasting,       Kadokawa Shoten,       TOHO,       Hiroshima Television",Funimation,Studio Chizu,Original,"Award Winning, Fantasy, Slice of Life",,1 hr. 57 min.,PG-13 - Teens 13 or older,"11,425",Childcare
Karakai Jouzu no Takagi-san Movie,Teasing Master Takagi-san: The Movie,8.46,2499,151,75,Movie,1,Finished Airing,10-Jun-22,,,TOHO animation,Sentai Filmworks,Shin-Ei Animation,Manga,,Shounen,1 hr. 13 min.,PG-13 - Teens 13 or older,715,"Romantic Subtext, School"
Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,8.46,6,152,3,TV,26,Finished Airing,"Apr 6, 2019 to Sep 28, 2019",Spring 2019,Saturdays at 23:30 (JST),"Aniplex,       Shueisha",Aniplex of America,ufotable,Manga,"Action, Award Winning, Fantasy",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"90,852",Historical
Mo Dao Zu Shi,The Founder of Diabolism,8.46,1055,153,232,ONA,15,Finished Airing,"Jul 9, 2018 to Oct 6, 2018",,,"Aniplex,       Tencent Penguin Pictures","None found, add some",B.CMAY PICTURES,Web novel,"Action, Adventure, Drama, Fantasy, Mystery",,25 min. per ep.,R - 17+ (violence & profanity),"6,797","Historical, Mythology, Reincarnation"
Mo Dao Zu Shi: Xian Yun Pian,The Founder of Diabolism Season 2,8.46,2009,154,106,ONA,8,Finished Airing,"Aug 3, 2019 to Sep 21, 2019",,,Tencent Penguin Pictures,"None found, add some",B.CMAY PICTURES,Web novel,"Action, Adventure, Drama, Fantasy, Mystery",,24 min. per ep.,R - 17+ (violence & profanity),"1,237","Historical, Mythology, Reincarnation"
Nichijou,Nichijou - My Ordinary Life,8.46,191,155,901,TV,26,Finished Airing,"Apr 3, 2011 to Sep 25, 2011",Spring 2011,Sundays at 02:20 (JST),"Lantis,       Kadokawa Shoten,       Movic,       Rakuonsha,       Kadokawa Pictures Japan,       KlockWorx,       Animation Do","Funimation,       Bandai Entertainment",Kyoto Animation,Manga,Comedy,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"23,893","Gag Humor, School"
Owarimonogatari,,8.45,475,156,479,TV,12,Finished Airing,"Oct 4, 2015 to Dec 20, 2015",Fall 2015,Sundays at 00:00 (JST),Aniplex,Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural",,26 min. per ep.,R - 17+ (violence & profanity),"2,891",Vampire
Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,8.45,843,157,291,TV,13,Finished Airing,"Jan 4, 2023 to Mar 29, 2023",Winter 2023,Wednesdays at 23:00 (JST),"WOWOW,       Lantis,       Movic,       Glovision,       Crunchyroll,       Kadokawa,       Sony Music Solutions,       Bandai Namco Music Live","None found, add some",Bones,Manga,"Action, Mystery, Supernatural",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"3,237","Adult Cast, Detective, Organized Crime, Super Power"
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate: The Movie - Load Region of Déjà Vu,8.45,367,158,597,Movie,1,Finished Airing,20-Apr-13,,,"Frontier Works,       Media Factory,       Movic,       AT-X,       Kadokawa Pictures Japan,       MAGES.,       Cinema Sunshine",Funimation,White Fox,Visual novel,"Drama, Sci-Fi",,1 hr. 30 min.,PG-13 - Teens 13 or older,"2,649",
Zoku Owarimonogatari,,8.44,1074,159,227,TV,6,Finished Airing,"May 19, 2019 to Jun 23, 2019",Spring 2019,Sundays at 00:00 (JST),"Aniplex,       Kodansha",Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural",,28 min. per ep.,R - 17+ (violence & profanity),987,Vampire
Jujutsu Kaisen 0 Movie,Jujutsu Kaisen 0,8.44,163,160,965,Movie,1,Finished Airing,24-Dec-21,,,"Mainichi Broadcasting System,       TOHO animation,       Shueisha,       Sumzap",Crunchyroll,MAPPA,Manga,"Action, Fantasy",Shounen,1 hr. 44 min.,R - 17+ (violence & profanity),"10,166",School
Golden Kamuy 3rd Season,Golden Kamuy Season 3,8.44,1387,161,171,TV,12,Finished Airing,"Oct 5, 2020 to Dec 21, 2020",Fall 2020,Mondays at 23:00 (JST),"Magic Capsule,       NBCUniversal Entertainment Japan,       Twin Engine",Funimation,Geno Studio,Manga,"Action, Adventure",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"1,475","Adult Cast, Historical, Military"
Haikyuu!!,Haikyu!!,8.44,37,162,1,TV,25,Finished Airing,"Apr 6, 2014 to Sep 21, 2014",Spring 2014,Sundays at 17:00 (JST),"Dentsu,       Mainichi Broadcasting System,       Movic,       TOHO animation,       Shueisha,       Spacey Music Entertainment",Sentai Filmworks,Production I.G,Manga,Sports,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"73,861","School, Team Sports"
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,8.44,133,163,1,TV,24,Finished Airing,"Jan 10, 2015 to Jun 20, 2015",Winter 2015,Saturdays at 00:30 (JST),"Yomiko Advertising,       Warner Bros. Japan,       KlockWorx,       Medicos Entertainment,       Shueisha",VIZ Media,David Production,Manga,"Action, Adventure, Supernatural",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"20,745",
Gintama: Yorinuki Gintama-san on Theater 2D,,8.43,3343,164,44,Movie,2,Finished Airing,26-Aug-12,,,"None found, add some","None found, add some",Sunrise,Manga,"Action, Comedy, Sci-Fi",Shounen,1 hr. 36 min. per ep.,PG-13 - Teens 13 or older,45,"Gag Humor, Historical, Parody, Samurai"
Grand Blue,Grand Blue Dreaming,8.43,244,165,784,TV,12,Finished Airing,"Jul 14, 2018 to Sep 29, 2018",Summer 2018,Saturdays at 02:55 (JST),"Mainichi Broadcasting System,       Kodansha,       NBCUniversal Entertainment Japan,       Avex Pictures,       Q-Tec,       JR East Marketing & Communications,       GYAO!","None found, add some",Zero-G,Manga,Comedy,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"19,775",Adult Cast
Wu Liuqi: Xuanwu Guo Pian,Scissor Seven (2021),8.43,2748,166,64,ONA,10,Finished Airing,"Jan 21, 2021 to May 5, 2021",,,AHA Entertainment,"None found, add some",Sharefun Studio,Original,"Action, Adventure, Comedy, Drama, Mystery",,16 min. per ep.,R - 17+ (violence & profanity),809,"Martial Arts, Super Power"
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,KonoSuba: God's Blessing on This Wonderful World! - Legend of Crimson,8.43,243,167,788,Movie,1,Finished Airing,30-Aug-19,,,"Half H.P Studio,       Nippon Columbia,       Toranoana,       MAGES.,       81 Produce,       Sammy,       Kadokawa Media House,       Kadokawa,       Sony Music Solutions","None found, add some",J.C.Staff,Light novel,"Adventure, Comedy, Fantasy",,1 hr. 30 min.,PG-13 - Teens 13 or older,"4,899","Isekai, Parody"
Mushishi Zoku Shou: Odoro no Michi,Mushi-shi Path of Thorns,8.43,2063,168,102,TV Special,1,Finished Airing,20-Aug-14,,,"Aniplex,       Kodansha,       Delfi Sound",Aniplex of America,Artland,Manga,"Adventure, Mystery, Slice of Life, Supernatural",Seinen,47 min.,PG-13 - Teens 13 or older,122,"Adult Cast, Historical, Iyashikei"
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Re:ZERO -Starting Life in Another World- Season 2 Part 2,8.43,192,169,895,TV,12,Finished Airing,"Jan 6, 2021 to Mar 24, 2021",Winter 2021,Wednesdays at 22:30 (JST),"AT-X,       Memory-Tech,       Hakuhodo DY Music & Pictures,       Kadokawa Media House,       Kadokawa","None found, add some",White Fox,Light novel,"Drama, Fantasy, Suspense",,29 min. per ep.,R - 17+ (violence & profanity),"12,504","Isekai, Psychological, Time Travel"
Kono Oto Tomare! Part 2,Kono Oto Tomare!: Sounds of Life Season 2,8.42,1346,170,179,TV,13,Finished Airing,"Oct 6, 2019 to Dec 29, 2019",Fall 2019,Sundays at 01:00 (JST),"WOWOW,       Movic,       KlockWorx,       Memory-Tech,       King Records,       Shueisha,       Pony Canyon Enterprises",Funimation,Platinum Vision,Manga,Drama,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"1,714","Music, School"
Koukaku Kidoutai: Stand Alone Complex,Ghost in the Shell: Stand Alone Complex,8.42,580,171,398,TV,26,Finished Airing,"Oct 1, 2002 to Oct 1, 2003",Fall 2002,Fridays at 15:30 (JST),"Bandai Visual,       Dentsu,       Victor Entertainment,       Animax,       Kodansha,       Trilogy Future Studio,       Tokuma Shoten,       Nippon Television Network","Bandai Entertainment,       Manga Entertainment",Production I.G,Manga,"Action, Award Winning, Mystery, Sci-Fi",Seinen,25 min. per ep.,R - 17+ (violence & profanity),"8,603","Adult Cast, Detective, Mecha, Military"
Mononoke,,8.42,728,172,330,TV,12,Finished Airing,"Jul 13, 2007 to Sep 28, 2007",Summer 2007,Fridays at 00:45 (JST),"Dentsu,       SKY Perfect Well Think,       Fuji TV,       Asmik Ace,       Sony Music Entertainment",Discotek Media,Toei Animation,Original,"Horror, Mystery, Supernatural, Suspense",,22 min. per ep.,R - 17+ (violence & profanity),"8,368","Adult Cast, Historical, Mythology, Psychological"
Saenai Heroine no Sodatekata Fine,Saekano the Movie: Finale,8.42,1304,173,184,Movie,1,Finished Airing,26-Oct-19,,,Aniplex,"None found, add some",CloverWorks,Light novel,"Comedy, Romance",,1 hr. 54 min.,PG-13 - Teens 13 or older,"2,585","Harem, Otaku Culture, School"
