Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Demographics
Parol no Miraijima,Paroru's Future Island,5.91,9995,9931,3,Movie,1,Finished Airing,01-Mar-14,,,"None found, add some","None found, add some",Shin-Ei Animation,Original,"Action, Adventure, Fantasy",26 min.,PG - Children,0,,
Porong Porong Pororo,,5.91,13447,9932,1,TV,52,Finished Airing,"Nov 27, 2003 to May 18, 2004",Fall 2003,Unknown,EBS,"None found, add some","None found, add some",Original,,5 min. per ep.,G - All Ages,3,,Kids
Project Scard: Praeter no Kizu,Scar on the Praeter,5.91,3820,9933,34,TV,13,Finished Airing,"Jan 9, 2021 to Apr 3, 2021",Winter 2021,Saturdays at 01:55 (JST),"Frontier Works,       Glovision",Funimation,GoHands,Mixed media,Action,23 min. per ep.,PG-13 - Teens 13 or older,140,Super Power,
Samurai Girl Real Bout High School,,5.91,6232,9934,10,TV,13,Finished Airing,"Jul 30, 2001 to Oct 22, 2001",Summer 2001,Unknown,"None found, add some",Tokyopop,Gonzo,Light novel,"Action, Comedy, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,10,"Martial Arts, School",
Santa Tell Me,,5.91,19625,9935,247,ONA,1,Finished Airing,05-Dec-23,,,"None found, add some","None found, add some",Doga Kobo,Music,,35 sec.,G - All Ages,0,Music,
Shounen Sarutobi Sasuke,The Adventures of Little Samurai,5.91,10821,9936,2,Movie,1,Finished Airing,25-Dec-59,,,"None found, add some","None found, add some",Toei Animation,Original,"Adventure, Fantasy",1 hr. 22 min.,PG - Children,5,,
Soliton no Akuma,The Wave of Rage,5.91,13248,9937,1,Movie,1,Finished Airing,1997,,,Toho Music,"None found, add some",Triangle Staff,Novel,"Drama, Sci-Fi",1 hr. 30 min.,R - 17+ (violence & profanity),0,Military,
Sore Ike! Anpanman: Happy no Daibouken,Anpanman: The Adventure of Happie,5.91,16327,9938,486,Movie,1,Finished Airing,16-Jul-05,,,"None found, add some","None found, add some",TMS Entertainment,Unknown,Comedy,51 min.,PG - Children,0,,Kids
Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,,5.91,16192,9939,500,Movie,1,Finished Airing,10-Jul-10,,,"None found, add some","None found, add some",TMS Entertainment,Unknown,Fantasy,20 min.,PG - Children,0,Racing,Kids
Suzy's Zoo: Daisuki! Witzy,,5.91,14596,9940,748,TV,25,Finished Airing,"Apr 3, 2011 to Oct 4, 2011",Spring 2011,Unknown,TBS,"None found, add some",Digital Media Lab,Other,,2 min. per ep.,G - All Ages,1,,Kids
Teito Monogatari,Doomed Megalopolis,5.91,6038,9941,11,OVA,4,Finished Airing,"Sep 27, 1991 to Sep 25, 1992",,,"Toei Video,       Streamline Pictures","ADV Films,       Media Blasters",Madhouse,Novel,"Horror, Supernatural",42 min. per ep.,R+ - Mild Nudity,41,Historical,
The Samurai,,5.91,10135,9942,2,OVA,1,Finished Airing,01-Nov-87,,,"TBS,       CBS",ADV Films,"None found, add some",Manga,"Comedy, Romance",46 min.,R+ - Mild Nudity,3,School,Seinen
Tomica Kizuna Gattai: Earth Granner,,5.91,12206,9943,1,TV,51,Finished Airing,"Apr 5, 2020 to Mar 28, 2021",Spring 2020,Sundays at 09:30 (JST),"None found, add some","None found, add some",OLM,Other,"Action, Adventure, Sci-Fi",24 min. per ep.,PG - Children,1,Mecha,
Twin Bee Paradise,,5.91,13227,9944,1,OVA,4,Finished Airing,"Dec 18, 1998 to Apr 25, 1999",,,"Konami,       Public & Basic","None found, add some","None found, add some",Game,"Action, Adventure",30 min. per ep.,G - All Ages,3,,
Yami Shibai 9,Theatre of Darkness: Yamishibai 9,5.91,5878,9945,12,TV,13,Finished Airing,"Jul 12, 2021 to Oct 4, 2021",Summer 2021,Unknown,DRAWIZ,"None found, add some",ILCA,Original,"Avant Garde, Horror, Supernatural",4 min. per ep.,PG-13 - Teens 13 or older,39,,
Yume Oukoku to Nemureru 100-nin no Oujisama,100 Sleeping Princes and the Kingdom of Dreams,5.91,4978,9946,19,TV,12,Finished Airing,"Jul 5, 2018 to Sep 20, 2018",Summer 2018,Thursdays at 22:30 (JST),dugout,Sentai Filmworks,Project No.9,Game,"Adventure, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,47,"Isekai, Reverse Harem",
Zenonzard The Animation,,5.91,4992,9947,19,ONA,9,Finished Airing,"Jan 31, 2020 to Oct 31, 2020",,,Magic Capsule,"None found, add some",8bit,Game,"Action, Fantasy",14 min. per ep.,PG-13 - Teens 13 or older,30,Strategy Game,
Shima Shima Tora no Shimajirou,,5.9,12816,9948,1,TV,726,Finished Airing,"Dec 13, 1993 to Mar 31, 2008",Winter 1994,Mondays at 18:00 (JST),"TV Tokyo,       Azeta Pictures","None found, add some",Studio Kikan,Original,"Adventure, Comedy, Fantasy",23 min. per ep.,G - All Ages,4,Anthropomorphic,Kids
Sore Ike! Anpanman: Yousei Rinrin no Himitsu,Anpanman: The Secret of Fairy Rin-Rin,5.9,16243,9949,495,Movie,1,Finished Airing,12-Jul-08,,,Tokyo Movie Shinsha,"None found, add some","None found, add some",Unknown,"Comedy, Fantasy",51 min.,PG - Children,0,,Kids
Super Milk-chan,,5.9,8457,9950,5,TV,14,Finished Airing,"Jun 18, 1998 to Sep 17, 1998",Summer 1998,Not scheduled once per week,Genco,ADV Films,Tokyo Kids,Unknown,"Action, Comedy, Sci-Fi",8 min. per ep.,R+ - Mild Nudity,20,Parody,
Tenshi na Konamaiki Specials,Cheeky Angel DVD Specials,5.9,12708,9951,1,Special,13,Finished Airing,"Aug 21, 2002 to Aug 21, 2003",,,"None found, add some","None found, add some",TMS Entertainment,Manga,,33 sec. per ep.,G - All Ages,4,,Shounen
The Supergal,Maris the Chojo,5.9,8429,9952,5,OVA,1,Finished Airing,05-Jun-86,,,"Shogakukan-Shueisha Productions,       OB Planning","None found, add some",Pierrot,Manga,"Comedy, Sci-Fi",48 min.,R+ - Mild Nudity,5,Super Power,
UFO Senshi Dai Apolon,,5.9,12077,9953,1,TV,26,Finished Airing,"Apr 6, 1976 to Sep 28, 1976",Spring 1976,Tuesdays at 19:00 (JST),TBS,"None found, add some","Eiken,       Studio Live",Original,"Action, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,3,Mecha,
Val x Love,,5.9,2105,9954,98,TV,12,Finished Airing,"Oct 5, 2019 to Dec 21, 2019",Fall 2019,Saturdays at 23:00 (JST),"Square Enix,       Sotsu,       AT-X,       Tokyo MX,       Avex Pictures,       Docomo Anime Store,       BS11,       GYAO!,       A-Sketch,       MAGNET,       entama",Sentai Filmworks,Hoods Entertainment,Manga,"Comedy, Fantasy, Romance, Ecchi",23 min. per ep.,R - 17+ (violence & profanity),169,"Harem, School",Shounen
Vicky the Victim,,5.9,19962,9955,230,Movie,1,Finished Airing,04-Mar-12,,,"None found, add some","None found, add some","None found, add some",Original,Comedy,3 min.,R - 17+ (violence & profanity),0,Gore,
Yoroiden Samurai Troopers Message,Ronin Warriors Message,5.9,10243,9956,2,OVA,5,Finished Airing,"Mar 21, 1991 to Aug 23, 1991",,,"None found, add some","Bandai Entertainment,       Discotek Media",Sunrise,Original,"Adventure, Fantasy",26 min. per ep.,PG-13 - Teens 13 or older,5,Samurai,
Zou no Inai Doubutsuen,,5.9,16597,9957,459,Movie,1,Finished Airing,20-Mar-82,,,"None found, add some","None found, add some",Group TAC,Other,Drama,1 hr. 18 min.,PG - Children,1,Historical,
#Compass,,5.9,15690,9958,556,ONA,10,Finished Airing,"Aug 10, 2018 to Sep 13, 2019",,,"None found, add some","None found, add some","TMS Entertainment,       Echoes",Game,,4 min. per ep.,G - All Ages,1,Strategy Game,
Akai Koudan Zillion Recaps,Zillion Specials,5.9,14117,9959,867,Special,3,Finished Airing,"Jul 21, 1987 to Aug 21, 1988",,,"Yomiko Advertising,       Nippon Television Network","None found, add some",Tatsunoko Production,Mixed media,"Action, Adventure, Sci-Fi",42 min. per ep.,PG-13 - Teens 13 or older,0,,
Akane-chan,Little Miss Akane,5.9,14237,9960,835,TV,26,Finished Airing,"Apr 6, 1968 to Sep 29, 1968",Spring 1968,Unknown,Fuji TV,"None found, add some",Toei Animation,Unknown,"Comedy, Slice of Life",26 min. per ep.,PG-13 - Teens 13 or older,0,School,Shoujo
Akuma Tou no Prince: Mitsume ga Tooru,,5.9,12986,9961,1,TV Special,1,Finished Airing,25-Aug-85,,,"None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Comedy, Supernatural",1 hr. 19 min.,PG-13 - Teens 13 or older,1,Mythology,Shounen
Asobou! Hello Kitty,,5.9,11997,9962,1,TV,26,Finished Airing,"Apr 6, 1994 to Sep 28, 1994",Spring 1994,Unknown,Sanrio,ADV Films,"None found, add some",Unknown,"Adventure, Fantasy",25 min. per ep.,G - All Ages,6,,Kids
Backkom,Bernard,5.9,11154,9963,2,TV,52,Finished Airing,2005,?,Unknown,"None found, add some","None found, add some",RG Animation Studios,Original,Comedy,3 min. per ep.,G - All Ages,5,,Kids
Barbapapa Sekai wo Mawaru,Barbapapa Around the World,5.9,12564,9964,1,TV,50,Finished Airing,"Jul 5, 1999 to Oct 8, 1999",Summer 1999,Fridays at 16:50 (JST),Kodansha,"None found, add some",Pierrot,Picture book,"Adventure, Comedy",5 min. per ep.,G - All Ages,3,,
Buddha Saitan,The Rebirth of Buddha,5.9,7389,9965,7,Movie,1,Finished Airing,17-Oct-09,,,"None found, add some","None found, add some",Group TAC,Book,"Romance, Supernatural",1 hr. 54 min.,PG-13 - Teens 13 or older,9,Psychological,
Carino Coni,,5.9,16044,9966,517,TV,26,Finished Airing,"Apr 2, 2014 to Oct 1, 2014",Spring 2014,Unknown,"None found, add some","None found, add some",Robot Communications,Novel,Fantasy,3 min. per ep.,PG - Children,0,,Kids
Children,,5.9,9839,9967,3,ONA,1,Finished Airing,30-Jun-11,,,"None found, add some","None found, add some","None found, add some",Original,"Avant Garde, Drama",4 min.,PG-13 - Teens 13 or older,7,Psychological,
Chivas 1-2-3,Sorcerer on the Rocks,5.9,9043,9968,4,OVA,2,Finished Airing,"Aug 21, 1999 to Sep 21, 1999",,,Teichiku Entertainment,ADV Films,Daume,Manga,"Action, Comedy, Fantasy, Supernatural, Ecchi",27 min. per ep.,R+ - Mild Nudity,3,,
Colorful Ninja Iromaki,,5.9,12105,9969,1,Movie,1,Finished Airing,19-Mar-16,,,Exa International,"None found, add some",Signal.MD,Original,Fantasy,24 min.,PG - Children,1,,
Comet Lucifer: Garden Indigo no Shasou kara,,5.9,8112,9970,5,ONA,12,Finished Airing,"Jan 29, 2016 to Jun 24, 2016",,,"None found, add some","None found, add some",I was a Ballerina,Original,"Adventure, Comedy, Fantasy",2 min. per ep.,G - All Ages,1,,
Dream,,5.9,14823,9971,692,ONA,1,Finished Airing,24-Jan-20,,,"None found, add some","None found, add some",Toei Animation,Original,"Adventure, Fantasy",6 min.,G - All Ages,0,Music,Kids
Duel Masters Movie 3: Honoo no Kizuna XX,,5.9,13485,9972,1,Movie,1,Finished Airing,21-Aug-10,,,"None found, add some","None found, add some","None found, add some",Original,Fantasy,22 min.,,0,Strategy Game,Kids
Esper Mami: Hoshizora no Dancing Doll,,5.9,14470,9973,779,Movie,1,Finished Airing,12-Mar-88,,,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,Fantasy,41 min.,G - All Ages,0,,Shounen
Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,,5.9,4447,9974,25,TV,12,Finished Airing,"Apr 8, 2021 to Jun 24, 2021",Spring 2021,Thursdays at 23:00 (JST),Pony Canyon,"None found, add some",Studio Comet,Original,"Action, Fantasy, Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,154,,
Gall Force: The Revolution,,5.9,10721,9975,2,OVA,4,Finished Airing,"Oct 2, 1996 to Mar 21, 1997",,,Movic,"None found, add some",AIC,Original,"Action, Adventure, Sci-Fi",30 min. per ep.,R+ - Mild Nudity,2,"Mecha, Military, Space",
Ganbare! Kakure Ase Project,,5.9,13018,9976,1,ONA,1,Finished Airing,17-May-19,,,"None found, add some","None found, add some",G-angle,Original,Slice of Life,2 min.,G - All Ages,0,"Music, School",
Gon,,5.9,10968,9977,2,TV,50,Finished Airing,"Apr 2, 2012 to Mar 25, 2013",Spring 2012,Mondays at 18:00 (JST),Kodansha,"None found, add some",Daewon Media,Manga,"Action, Adventure",23 min. per ep.,G - All Ages,8,Anthropomorphic,Kids
Hengen Taima Yakou Karura Mau! Nara Onryou Emaki,Karura Mau Movie,5.9,10353,9978,2,Movie,1,Finished Airing,08-Apr-89,,,Toshiba Entertainment,"None found, add some","None found, add some",Manga,"Action, Adventure, Fantasy, Horror, Supernatural",1 hr. 18 min.,R - 17+ (violence & profanity),3,Mythology,Shoujo
I''s,,5.9,6274,9979,10,OVA,2,Finished Airing,"Dec 9, 2002 to Mar 19, 2003",,,"None found, add some",VIZ Media,"Pierrot,       Arms",Manga,"Drama, Romance",29 min. per ep.,PG-13 - Teens 13 or older,7,,Shounen
Jantama Pong☆ Special,Mahjong Soul Pon☆ Special,5.9,12973,9980,1,Special,1,Finished Airing,26-Oct-22,,,"None found, add some","None found, add some",Scooter Films,Game,Comedy,2 min.,PG-13 - Teens 13 or older,0,,
Kaibutsu-kun: Kaibutsu Land e no Shoutai,,5.9,16639,9981,455,Movie,1,Finished Airing,14-Mar-81,,,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,"Comedy, Horror",1 hr. 15 min.,G - All Ages,0,,"KidsKids,         ShounenShounen"
Kaitou Tenshi Twin Angel: Kyunkyun☆Tokimeki Paradise!! OVA,,5.9,11441,9982,1,OVA,2,Finished Airing,28-Dec-14,,,Wave Master,"None found, add some",J.C.Staff,Game,Fantasy,25 min. per ep.,PG-13 - Teens 13 or older,1,Mahou Shoujo,
Kesshouban: Eigakan e Iku,,5.9,8545,9983,5,Movie,1,Finished Airing,05-Sep-20,,,"None found, add some","None found, add some","None found, add some",Manga,Comedy,3 min.,PG-13 - Teens 13 or older,1,,
Koukaku no Pandora: Pandoradio,,5.9,11591,9984,1,Special,6,Finished Airing,"May 27, 2016 to Oct 28, 2016",,,"None found, add some","None found, add some",Studio Gokumi,Manga,"Comedy, Sci-Fi",2 min. per ep.,PG-13 - Teens 13 or older,3,,
Lei Su Deng Shandian Chong Xian 2,Flash & Dash 2,5.9,16027,9985,519,TV,40,Finished Airing,2010,?,Unknown,Alpha Group Co. Ltd.,"None found, add some",Alpha Animation,Original,,24 min. per ep.,G - All Ages,0,Racing,Kids
Liver Specialist Saegumi,,5.9,19466,9986,256,ONA,1,Finished Airing,14-Oct-22,,,"None found, add some","None found, add some","None found, add some",Other,"Comedy, Fantasy",5 min.,G - All Ages,0,,
"Maou-sama, ""Petit"" Retry!","Demon Lord, ""Petit"" Retry!",5.9,8698,9987,4,ONA,23,Finished Airing,"Jun 17, 2019 to Sep 28, 2019",,,On-Lead,"None found, add some",AQUA ARIS,Light novel,Comedy,41 sec. per ep.,PG-13 - Teens 13 or older,7,,
Metal Skin Panic MADOX-01,,5.9,6685,9988,9,OVA,1,Finished Airing,15-Dec-87,,,"Pony Canyon,       Soeishinsha",AnimEigo,"AIC,       Artmic",Original,"Action, Sci-Fi",41 min.,PG-13 - Teens 13 or older,14,Mecha,
Minna to Manner wo Manabou,,5.9,14161,9989,856,Movie,2,Finished Airing,09-Feb-16,,,"None found, add some","None found, add some",Shaft,Original,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,0,,
Moeru! Oniisan (OVA),,5.9,14462,9990,782,OVA,2,Finished Airing,"Jul 1, 1989 to Aug 2, 1989",,,"None found, add some","None found, add some",Pierrot,Manga,Comedy,31 min. per ep.,PG-13 - Teens 13 or older,0,,Shounen
Monkey Magic,,5.9,13582,9991,1,TV,13,Finished Airing,"Sep 20, 1998 to Dec 13, 1998",Fall 1998,Unknown,"None found, add some","Bandai Entertainment,       Discotek Media",Group TAC,Novel,"Adventure, Fantasy",25 min. per ep.,PG - Children,4,,Kids
Natsu e no Tobira,,5.9,7566,9992,6,Movie,1,Finished Airing,20-Mar-81,,,"None found, add some","None found, add some","Madhouse,       Toei Animation",Manga,"Boys Love, Drama",59 min.,PG-13 - Teens 13 or older,17,,Shoujo
Nihon Mukashibanashi: Warashibe Chouja,,5.9,17818,9993,362,Movie,1,Finished Airing,1966,,,Gakken Eigakyoku,"None found, add some","None found, add some",Other,,16 min.,G - All Ages,0,,Kids
Ninjala Episode 0,Ninjala Episode 0: Ninja-Gum is Born,5.9,14714,9994,717,ONA,1,Finished Airing,30-Mar-20,,,"None found, add some","None found, add some",Marza Animation Planet,Game,Sci-Fi,9 min.,G - All Ages,0,"Martial Arts, Super Power",
Osomatsu-san Short Film Series 2nd Season,,5.9,10900,9995,2,Special,4,Finished Airing,"Jan 26, 2018 to Jul 27, 2018",,,Avex Pictures,"None found, add some","None found, add some",Manga,Comedy,5 min. per ep.,PG-13 - Teens 13 or older,4,"Gag Humor, Parody",
Petit☆Dream Stars! Let's La Cooking? Showtime!,,5.9,13877,9996,927,Movie,1,Finished Airing,28-Oct-17,,,"None found, add some","None found, add some",Toei Animation,Original,"Fantasy, Slice of Life",5 min.,G - All Ages,0,,
Rhythmens Episode 0,,5.9,19494,9997,255,ONA,1,Finished Airing,14-May-21,,,"None found, add some","None found, add some",VCRWORKS,Original,Slice of Life,1 min.,G - All Ages,0,,
Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,,5.9,6558,9998,9,Special,3,Finished Airing,"Aug 27, 2014 to Dec 19, 2014",,,"None found, add some","None found, add some",J.C.Staff,Card game,Comedy,5 min. per ep.,PG-13 - Teens 13 or older,2,,
Senyoku no Sigrdrifa: Dai-909 Senjutsu Hime-tai Sentou Kiroku!,,5.9,10642,9999,2,TV Special,1,Finished Airing,28-Nov-20,,,Aniplex,"None found, add some",A-1 Pictures,Original,Action,24 min.,PG-13 - Teens 13 or older,5,Military,
Shiguang Dailiren Special: Xiaoyao Sanren de Weituo,Link Click: Troubles of Ordinary People,5.9,7586,10000,6,ONA,1,Finished Airing,27-Aug-21,,,"bilibili,       BeDream",Funimation,LAN Studio,Original,Comedy,16 min.,PG-13 - Teens 13 or older,5,"Super Power, Time Travel",
Kabatotto,Hippo and Thomas,5.89,14104,10001,868,TV,300,Finished Airing,"Jan 1, 1971 to Sep 30, 1972",Winter 1971,Unknown,"None found, add some",Saban Entertainment,Tatsunoko Production,Unknown,Comedy,5 min. per ep.,G - All Ages,2,,
Kantoku Fuyuki Todoki,Insufficient Direction,5.89,7393,10002,7,TV,13,Finished Airing,"Apr 4, 2014 to Jul 4, 2014",Spring 2014,Fridays at 02:05 (JST),"None found, add some","None found, add some",DLE,Manga,"Comedy, Slice of Life",3 min. per ep.,PG-13 - Teens 13 or older,4,,Josei
Lao Fu Zi Fan Dou Zhen Tan,Master Q: Incredible Pet Detective,5.89,17589,10003,380,Movie,1,Finished Airing,20-Dec-03,,,"None found, add some","None found, add some","None found, add some",Unknown,Comedy,1 hr. 20 min.,G - All Ages,0,,Seinen
Mahoutsukai Sally (Movie),,5.89,13717,10004,975,Movie,1,Finished Airing,10-Mar-90,,,"None found, add some","None found, add some",Toei Animation,Manga,Comedy,25 min.,G - All Ages,1,,Shoujo
Make Love,,5.89,18635,10005,304,ONA,1,Finished Airing,08-Feb-20,,,"None found, add some","None found, add some","None found, add some",Original,"Romance, Sci-Fi",2 min.,G - All Ages,1,,
Mazica Party,,5.89,11895,10006,1,TV,51,Finished Airing,"Apr 4, 2021 to Mar 27, 2022",Spring 2021,Sundays at 09:30 (JST),"Dentsu,       TV Osaka","None found, add some",OLM,Original,Fantasy,24 min. per ep.,G - All Ages,10,Strategy Game,
Miracle Train: Chuo-sen e Youkoso,Miracle Train: Welcome to the Chuo Line,5.89,9151,10007,4,Special,1,Finished Airing,18-Aug-09,,,"None found, add some","None found, add some",Yumeta Company,Mixed media,Fantasy,1 min.,PG-13 - Teens 13 or older,4,,
Mitsu x Mitsu Drops,Honey x Honey Drops,5.89,4358,10008,26,OVA,2,Finished Airing,"Apr 28, 2006 to Jul 28, 2006",,,Soft Garage,"None found, add some",Radix,Manga,"Drama, Romance",27 min. per ep.,PG-13 - Teens 13 or older,63,School,Shoujo
Naniiro no Nani,What of What Color,5.89,13107,10009,1,ONA,1,Finished Airing,19-May-18,,,"None found, add some","None found, add some","None found, add some",Original,Slice of Life,12 min.,PG-13 - Teens 13 or older,0,Music,
Niehime to Kemono no Ou Mini Anime,,5.89,15120,10010,643,ONA,44,Finished Airing,"Nov 21, 2022 to Sep 28, 2023",,,"None found, add some","None found, add some",J.C.Staff,Manga,"Comedy, Fantasy",1 min. per ep.,PG-13 - Teens 13 or older,2,,Shoujo
Nui Nui Hinobori San Kyoudai,The Three Nui Nui Hinobori Brothers,5.89,15247,10011,623,ONA,4,Finished Airing,"Apr 28, 2017 to Dec 17, 2017",,,"None found, add some","None found, add some",DLE,Other,Slice of Life,3 min. per ep.,G - All Ages,0,,
Okama Hakusho,Okama Report,5.89,13122,10012,1,OVA,3,Finished Airing,"Apr 12, 1991 to Feb 6, 1992",,,"None found, add some","None found, add some","None found, add some",Manga,Comedy,43 min. per ep.,R+ - Mild Nudity,1,Crossdressing,Seinen
Perman: Birdman ga Yatte Kita!!,,5.89,15101,10013,646,Movie,1,Finished Airing,12-Mar-83,,,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,"Adventure, Comedy",25 min.,PG - Children,0,Super Power,Kids
Pokemon (2019): Natsuyasumi Chokuzen 1-jikan Special,,5.89,13290,10014,1,TV Special,1,Finished Airing,02-Jul-21,,,"None found, add some","None found, add some",OLM,Game,"Action, Adventure, Comedy, Fantasy",45 min.,PG - Children,0,,Kids
Regalia: The Three Sacred Stars Recaps,,5.89,14958,10015,673,TV Special,2,Finished Airing,"Aug 15, 2016 to Aug 22, 2016",,,"None found, add some","None found, add some",Actas,Original,"Action, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,0,Mecha,
